Modelo,Total_Falsas_Kunzea,Total_Falsos_Lepto,Tasa_Error_Kunzea,Tasa_Error_Lepto,Desequilibrio_Error
CNN_variant1_normal,8,5,0.028735632183908046,0.053763440860215055,0.02502780867630701
