Modelo,Total_Falsas_Kunzea,Total_Falsos_Lepto,Tasa_Error_Kunzea,Tasa_Error_Lepto,Desequilibrio_Error
CNN_base_normal,9,7,0.05747126436781609,0.05913978494623656,0.001668520578420471
