Modelo,Total_Falsas_Kunzea,Total_Falsos_Lepto,Tasa_Error_Kunzea,Tasa_Error_Lepto,Desequilibrio_Error
CNN_base_aug,9,5,0.040229885057471264,0.06451612903225806,0.0242862439747868
