Modelo,Total_Falsas_Kunzea,Total_Falsos_Lepto,Tasa_Error_Kunzea,Tasa_Error_Lepto,Desequilibrio_Error
CNN_variant1_aug,18,2,0.011494252873563218,0.06989247311827956,0.058398220244716345
