Modelo,Media_Kunzea,Desv_Est_Kunzea,Media_Lepto,Desv_Est_Lepto,Diferencia_Medias,Precision_Kunzea,Precision_Lepto,Precision_Promedio
NET1_normal,0.16045230789558884,0.2707995741068302,0.7523520136300865,0.3732257516063439,0.5918997057344977,0.8620689655172413,0.7580645161290323,0.8100667408231368
