Modelo,Media_Kunzea,Desv_Est_Kunzea,Media_Lepto,Desv_Est_Lepto,Diferencia_Medias,Precision_Kunzea,Precision_Lepto,Precision_Promedio
NET2_normal,0.07843770469971795,0.2066824517436843,0.8838408577319432,0.2757674174150912,0.8054031530322252,0.9482758620689655,0.8870967741935484,0.9176863181312569
