Modelo,Capa,Num_Filtros,Kunzea_Activacion_Media,Lepto_Activacion_Media,Diferencia_Media,Clase_Mayor_Activacion,Ratio_Activacion_Clases,Num_Filtros_Kunzea,Num_Filtros_Lepto,Ratio_Filtros,Top_Filtros_Discriminativos
CNN_base_aug,2,64,-0.12881773710250854,-0.03823118284344673,0.09304030239582062,Lepto,0.2967850835844309,5,59,5:59,"[61, 6, 22, 20, 15]"
