Clase,Activacion
Kunzea,0.0027194020804017782
Kunzea,0.02224128134548664
Kunzea,0.2894907295703888
Kunzea,0.03293775022029877
Kunzea,0.0005753315053880215
Kunzea,0.5369689464569092
Kunzea,0.7971929311752319
Kunzea,0.012445567175745964
Kunzea,4.129971330257831e-06
Kunzea,0.011788981035351753
Kunzea,1.0
Kunzea,0.009687963873147964
Kunzea,0.6850638389587402
Kunzea,0.0013138895155861974
Kunzea,0.02539813704788685
Kunzea,0.1750423163175583
Kunzea,0.0008010192541405559
Kunzea,0.17812754213809967
Kunzea,0.0901760458946228
Kunzea,0.0002248097734991461
Kunzea,0.08653279393911362
Kunzea,0.00020815260359086096
Kunzea,6.0816753830295056e-05
Kunzea,0.32605239748954773
Kunzea,7.57993693696335e-05
Kunzea,0.01887757144868374
Kunzea,0.00022881932090967894
Kunzea,0.004110930487513542
Kunzea,0.0002444222045596689
Kunzea,0.2587920129299164
Kunzea,0.30811601877212524
Kunzea,0.14056310057640076
Kunzea,0.0006235651089809835
Kunzea,0.028011556714773178
Kunzea,0.21413157880306244
Kunzea,2.9652037483174354e-05
Kunzea,0.9917545318603516
Kunzea,0.03994164615869522
Kunzea,0.8158169984817505
Kunzea,0.11897721886634827
Kunzea,3.063403255509911e-06
Kunzea,0.018942495808005333
Kunzea,0.008110379800200462
Kunzea,0.6075877547264099
Kunzea,0.9802394509315491
Kunzea,0.03382546827197075
Kunzea,0.0022913857828825712
Kunzea,0.04174497351050377
Kunzea,0.052485574036836624
Kunzea,0.2304965853691101
Kunzea,0.0787743553519249
Kunzea,1.18589468911523e-06
Kunzea,0.04654473438858986
Kunzea,0.000775456428527832
Kunzea,0.18270272016525269
Kunzea,0.1577376127243042
Kunzea,0.004996994510293007
Kunzea,4.1340164898429066e-05
Kunzea,0.21247534453868866
Kunzea,0.0002855233906302601
Kunzea,0.6219606399536133
Kunzea,0.008859883062541485
Kunzea,0.020667558535933495
Kunzea,0.025147972628474236
Kunzea,0.9044301509857178
Kunzea,0.18535339832305908
Kunzea,0.5428332686424255
Kunzea,0.07091867923736572
Kunzea,0.031117625534534454
Kunzea,0.03736818581819534
Kunzea,0.13776089251041412
Kunzea,0.010927876457571983
Kunzea,0.30430054664611816
Kunzea,1.0
Kunzea,0.3042597472667694
Kunzea,0.024662049487233162
Kunzea,0.975018322467804
Kunzea,0.004307454451918602
Kunzea,0.0009163778158836067
Kunzea,0.04336955398321152
Kunzea,0.012941122986376286
Kunzea,0.0014643706381320953
Kunzea,0.020748920738697052
Kunzea,0.6902756094932556
Kunzea,0.0007170361932367086
Kunzea,0.010467619635164738
Kunzea,0.23482945561408997
Kunzea,0.0031239010859280825
Kunzea,0.21750113368034363
Kunzea,0.0008612517267465591
Kunzea,0.15979894995689392
Kunzea,0.020133651793003082
Kunzea,0.018620528280735016
Kunzea,0.004304001573473215
Kunzea,0.0037973225116729736
Kunzea,0.006357522681355476
Kunzea,0.120592400431633
Kunzea,0.011757290922105312
Kunzea,0.04107252508401871
Kunzea,0.6028881669044495
Kunzea,0.0001100421286537312
Kunzea,0.0067228651605546474
Kunzea,0.0019516514148563147
Kunzea,0.007601798977702856
Kunzea,0.026477325707674026
Kunzea,0.0035200463607907295
Kunzea,0.03499210625886917
Kunzea,0.0004936181358061731
Kunzea,0.2553548216819763
Kunzea,0.28913137316703796
Kunzea,0.741705060005188
Kunzea,0.9946082830429077
Kunzea,0.00930134765803814
Kunzea,0.0017629165668040514
Kunzea,5.7775589084485546e-05
Kunzea,0.014736669138073921
Kunzea,0.00011896796786459163
Kunzea,0.02246776409447193
Kunzea,0.0038028028793632984
Kunzea,0.0034942361526191235
Kunzea,0.00565068144351244
Kunzea,0.12112054228782654
Kunzea,0.00043456500861793756
Kunzea,0.5710425972938538
Kunzea,0.007666001096367836
Kunzea,0.004749115090817213
Kunzea,0.5587088465690613
Kunzea,0.04552755504846573
Kunzea,0.007420820649713278
Kunzea,0.011821867898106575
Kunzea,0.19965247809886932
Kunzea,0.4269895553588867
Kunzea,0.0011889220913872123
Kunzea,0.0692761242389679
Kunzea,0.018963180482387543
Kunzea,0.03815558925271034
Kunzea,0.013162190094590187
Kunzea,0.8368544578552246
Kunzea,0.01929933950304985
Kunzea,0.0038105095736682415
Kunzea,0.0005129817873239517
Kunzea,0.0323801226913929
Kunzea,0.0019948938861489296
Kunzea,0.08509837836027145
Kunzea,0.000615848577581346
Kunzea,3.064255361096002e-05
Kunzea,0.08711331337690353
Kunzea,0.30180394649505615
Kunzea,0.09039066731929779
Kunzea,0.9994871616363525
Kunzea,3.5946843279788254e-09
Kunzea,0.01803179644048214
Kunzea,0.0013935340102761984
Kunzea,0.6110150814056396
Kunzea,0.766035795211792
Kunzea,0.2335476130247116
Kunzea,0.0017910542665049434
Kunzea,0.0903000682592392
Kunzea,0.8998961448669434
Kunzea,0.040894459933042526
Kunzea,0.002091632690280676
Kunzea,0.2596046030521393
Kunzea,9.112725092563778e-05
Kunzea,0.0007534853066317737
Kunzea,0.08610401302576065
Kunzea,0.14027215540409088
Kunzea,0.4185369610786438
Kunzea,0.000609140086453408
Kunzea,0.014521943405270576
Kunzea,0.006749923340976238
Kunzea,0.0018466777401044965
Kunzea,7.611911314597819e-06
Kunzea,0.023420095443725586
Kunzea,6.723199021507753e-06
Lepto,0.9899247884750366
Lepto,0.9999994039535522
Lepto,1.0
Lepto,0.9970128536224365
Lepto,0.9999997615814209
Lepto,0.019284965470433235
Lepto,0.6656827926635742
Lepto,1.0
Lepto,0.9973790645599365
Lepto,0.3204246163368225
Lepto,1.0
Lepto,0.9523898363113403
Lepto,1.0
Lepto,0.00739284185692668
Lepto,0.5769389867782593
Lepto,0.9999855756759644
Lepto,0.9999998807907104
Lepto,0.9980939030647278
Lepto,0.999529242515564
Lepto,0.9999955892562866
Lepto,0.17137473821640015
Lepto,1.0
Lepto,0.0718136876821518
Lepto,0.06015646457672119
Lepto,1.0
Lepto,0.4080584645271301
Lepto,1.0
Lepto,0.4186583459377289
Lepto,0.9999895095825195
Lepto,0.9998749494552612
Lepto,0.9979192614555359
Lepto,0.9999885559082031
Lepto,0.009456845000386238
Lepto,0.5206617116928101
Lepto,0.9992565512657166
Lepto,1.0
Lepto,0.5188512206077576
Lepto,0.9999988079071045
Lepto,0.6844341158866882
Lepto,1.0
Lepto,1.0
Lepto,0.8926077485084534
Lepto,0.999951958656311
Lepto,1.0
Lepto,1.0
Lepto,0.8329979181289673
Lepto,0.9999998807907104
Lepto,1.0
Lepto,0.9628498554229736
Lepto,0.7799062728881836
Lepto,1.0
Lepto,0.5362082719802856
Lepto,0.4324687123298645
Lepto,0.004119075369089842
Lepto,1.0
Lepto,0.012685512192547321
Lepto,0.0400155670940876
Lepto,0.9997782111167908
Lepto,0.22829791903495789
Lepto,0.9999997615814209
Lepto,1.0
Lepto,0.9999442100524902
Lepto,0.9946855306625366
Lepto,1.0
Lepto,0.9999998807907104
Lepto,0.04400809854269028
Lepto,0.9999889135360718
Lepto,0.003624537494033575
Lepto,1.0
Lepto,0.9980729818344116
Lepto,0.9887582063674927
Lepto,0.9994205236434937
Lepto,1.0
Lepto,0.9999819993972778
Lepto,0.01153229083865881
Lepto,0.0007168253650888801
Lepto,1.0
Lepto,0.9999691247940063
Lepto,1.0
Lepto,0.9999706745147705
Lepto,0.08492204546928406
Lepto,1.0
Lepto,0.9999055862426758
Lepto,1.0
Lepto,0.012424545362591743
Lepto,0.08472032099962234
Lepto,0.042497310787439346
Lepto,0.9998247027397156
Lepto,0.9628926515579224
Lepto,0.9999896287918091
Lepto,1.0
Lepto,1.0
Lepto,0.8676989674568176
Lepto,0.9997671246528625
Lepto,0.7269289493560791
Lepto,0.9999998807907104
Lepto,0.028405223041772842
Lepto,0.6779518723487854
Lepto,1.0
Lepto,0.9971364736557007
Lepto,0.04229390621185303
Lepto,0.6893634796142578
Lepto,1.0
Lepto,0.09973538666963577
Lepto,0.9892310500144958
Lepto,0.9647952318191528
Lepto,0.9999675750732422
Lepto,1.0
Lepto,0.07512874156236649
Lepto,1.0
Lepto,1.0
Lepto,0.9987567663192749
Lepto,0.9994997978210449
Lepto,0.007142257876694202
Lepto,0.8313973546028137
Lepto,0.9999949932098389
Lepto,1.0
Lepto,0.0922430157661438
Lepto,0.42638760805130005
Lepto,0.15788054466247559
Lepto,1.0
Lepto,1.0
Lepto,0.8962697386741638
Lepto,1.0
Lepto,1.0
Lepto,1.0
Lepto,0.5611215233802795
Lepto,1.0
Lepto,0.0007491393480449915
Lepto,1.0
Lepto,0.0005618759896606207
Lepto,0.903267502784729
Lepto,0.783069908618927
Lepto,1.0
Lepto,1.0
Lepto,0.307741641998291
Lepto,0.7955225110054016
Lepto,0.9999978542327881
Lepto,0.879849910736084
Lepto,0.8780970573425293
Lepto,0.9999998807907104
Lepto,0.9999988079071045
Lepto,1.0
Lepto,0.9999997615814209
Lepto,1.0
Lepto,0.006699542049318552
Lepto,0.407292902469635
Lepto,1.0
Lepto,0.04611257091164589
Lepto,0.9999858140945435
Lepto,0.8722935318946838
Lepto,0.999517560005188
Lepto,0.9999985694885254
Lepto,0.9999983310699463
Lepto,1.0
Lepto,0.9999995231628418
Lepto,0.6022907495498657
Lepto,1.0
Lepto,0.9999316930770874
Lepto,0.9999966621398926
Lepto,0.9999017715454102
Lepto,1.0
Lepto,0.02898418717086315
