Modelo,Media_Kunzea,Desv_Est_Kunzea,Media_Lepto,Desv_Est_Lepto,Diferencia_Medias,Precision_Kunzea,Precision_Lepto,Precision_Promedio
NET1_aug,0.13432055307269877,0.255135510565561,0.6259201823005213,0.3947439895125944,0.4915996292278225,0.9022988505747126,0.6182795698924731,0.7602892102335929
