Modelo,Media_Kunzea,Desv_Est_Kunzea,Media_Lepto,Desv_Est_Lepto,Diferencia_Medias,Precision_Kunzea,Precision_Lepto,Precision_Promedio
NET2_aug,0.0996456649445463,0.17944628436226476,0.8588411935244596,0.2225697087445733,0.7591955285799133,0.9425287356321839,0.8924731182795699,0.9175009269558769
