Modelo,Capa,Num_Filtros,Kunzea_Activacion_Media,Lepto_Activacion_Media,Diferencia_Media,Clase_Mayor_Activacion,Ratio_Activacion_Clases,Num_Filtros_Kunzea,Num_Filtros_Lepto,Ratio_Filtros,Top_Filtros_Discriminativos
CNN_base_normal,1,32,0.0020959945395588875,-0.027402468025684357,0.035718511790037155,Kunzea,-0.07648926166954145,27,5,27:5,"[27, 8, 23, 14, 26]"
