Modelo,Kunzea_Normal,Kunzea_Aug,Lepto_Normal,Lepto_Aug,Diff_Kunzea,Diff_Lepto
NET1,0.8597560975609756,0.7647058823529411,0.8316326530612245,0.8208092485549133,-0.09505021520803447,-0.01082340450631114
NET2,0.9142857142857143,0.9116022099447514,0.9243243243243243,0.9497206703910615,-0.0026835043409628723,0.02539634606673713
CNN_base,0.9371428571428572,0.9329608938547486,0.9459459459459459,0.9613259668508287,-0.004181963288108603,0.015380020904882774
CNN_variant1,0.9441340782122905,0.9297297297297298,0.9723756906077348,0.9885714285714285,-0.01440434848256067,0.01619573796369378
CNN_variant2,0.9135135135135135,0.9130434782608695,0.9714285714285714,0.9659090909090909,-0.0004700352526439966,-0.00551948051948048
