Modelo,Capa,Media,Desv_Std,Rango,Top_Filtros
CNN_base_aug,Capa 1,0.04560379683971405,0.19179445505142212,0.8479410409927368,"15, 10, 1"
CNN_base_aug,Capa 2,-0.0071265664882957935,0.06684046238660812,0.5493305921554565,"20, 31, 22"
CNN_base_aug,Capa 3,-0.002083380939438939,0.04670710489153862,0.4813807010650635,"4, 2, 35"
