Modelo,Capa,Media,Desv_Std,Rango,Top_Filtros
CNN_variant1_aug,Capa 1,0.009731914848089218,0.19615085422992706,0.7833071947097778,"18, 11, 25"
CNN_variant1_aug,Capa 2,-0.01605706475675106,0.056824080646038055,0.4780387878417969,"33, 4, 35"
CNN_variant1_aug,Capa 3,-0.002897124271839857,0.04399407282471657,0.4418798089027405,"1, 11, 117"
