Modelo,Media,Desv_Std,Pct_Cerca_Cero,Pct_Positivos,Pct_Negativos,Rango,Num_Pesos
NET2_normal,-0.002214711392298341,0.021156590431928635,76.14953125,44.770859375,55.22914062499999,0.5268588066101074,1280000
