Modelo,Media,Desv_Std,Pct_Cerca_Cero,Pct_Positivos,Pct_Negativos,Rango,Num_Pesos
NET2_aug,-0.002005089772865176,0.022801322862505913,68.505703125,44.793749999999996,55.206250000000004,0.4418010711669922,1280000
