Modelo,Media,Desv_Std,Min,Max,Rango,Pct_Cerca_Cero,Pct_Positivos,Pct_Negativos,Num_Pesos,Bias
NET1_aug,0.02589273452758789,0.11800789833068848,-0.6157621741294861,1.0749222040176392,1.6906843185424805,51.06,57.269999999999996,42.730000000000004,10000,-1.6418904066085815
