Modelo,Neurona,Media,Desv_Std,Pct_Cerca_Cero,Tipo_Detector,Gradiente_H,Gradiente_V,Max_Pos_Ubicacion,Max_Neg_Ubicacion
NET2_normal,22,-0.0019711083732545376,0.005820117890834808,88.71,localizado,0.002504795091226697,0.0025294574443250895,"(73, 62)","(77, 59)"
NET2_normal,23,-0.006530876737087965,0.014888410456478596,72.6,textura,0.0041761985048651695,0.003962895832955837,"(31, 70)","(66, 45)"
NET2_normal,24,-0.003322435775771737,0.010459613986313343,78.58000000000001,textura,0.003671531565487385,0.0035738947335630655,"(52, 72)","(65, 77)"
NET2_normal,25,-0.003663565730676055,0.023561052978038788,63.849999999999994,textura,0.009121867828071117,0.008994950912892818,"(71, 75)","(24, 33)"
NET2_normal,26,-0.0009068230865523219,0.004223399329930544,93.10000000000001,localizado,0.002128084423020482,0.00214115041308105,"(61, 75)","(40, 38)"
NET2_normal,27,-0.0031200400553643703,0.03664479777216911,58.330000000000005,textura,0.01322258822619915,0.012532500550150871,"(62, 19)","(38, 46)"
NET2_normal,28,-0.0037065620999783278,0.026888132095336914,64.64999999999999,textura,0.010341797955334187,0.010079690255224705,"(62, 24)","(19, 43)"
NET2_normal,29,-0.0028962893411517143,0.00974701251834631,80.95,localizado,0.0031064634677022696,0.003160470863804221,"(63, 47)","(36, 74)"
NET2_normal,30,-0.0009957453003153205,0.004518966190516949,92.08,localizado,0.0024023824371397495,0.0024383084382861853,"(59, 30)","(30, 60)"
NET2_normal,31,-0.004674623254686594,0.012911551631987095,75.75,textura,0.004535249900072813,0.004284796770662069,"(29, 54)","(57, 42)"
NET2_normal,32,-0.0005375283653847873,0.03131389245390892,60.29,textura,0.012140567414462566,0.011785250157117844,"(37, 25)","(57, 29)"
NET2_normal,33,0.004084433428943157,0.026819730177521706,61.75000000000001,textura,0.01090252585709095,0.010710114613175392,"(79, 55)","(55, 76)"
NET2_normal,34,-0.004743915516883135,0.01867440529167652,69.12,textura,0.0059212082996964455,0.005792298819869757,"(20, 31)","(30, 39)"
NET2_normal,35,-0.0016886728117242455,0.014624478295445442,72.27,textura,0.005109636578708887,0.004675819538533688,"(55, 21)","(45, 72)"
NET2_normal,36,-0.000772861298173666,0.0031990190036594868,96.49,localizado,0.0015274722827598453,0.001545985578559339,"(33, 39)","(41, 75)"
NET2_normal,37,-0.007686098571866751,0.02737525850534439,69.42,textura,0.008962951600551605,0.008733497001230717,"(22, 38)","(29, 76)"
NET2_normal,38,-0.005027109291404486,0.014131058007478714,75.83,textura,0.004235842265188694,0.003991284873336554,"(69, 66)","(41, 22)"
NET2_normal,39,0.006817285902798176,0.027540985494852066,62.419999999999995,textura,0.008481387980282307,0.008596320636570454,"(66, 75)","(48, 53)"
NET2_normal,40,-0.005782829597592354,0.01367192529141903,74.68,textura,0.004092237912118435,0.0039473227225244045,"(74, 29)","(45, 21)"
NET2_normal,41,-0.005046317353844643,0.013288062065839767,74.09,textura,0.004331561271101236,0.004407951608300209,"(24, 66)","(77, 36)"
NET2_normal,42,-0.0008540077251382172,0.0026244218461215496,97.32,localizado,0.0009518538718111813,0.0009642322547733784,"(30, 75)","(59, 72)"
NET2_normal,43,-0.0037487053778022528,0.016274860128760338,68.83,textura,0.0048077222891151905,0.004635228309780359,"(73, 33)","(71, 58)"
NET2_normal,44,-0.0043496545404195786,0.0287090502679348,64.95,textura,0.009196636267006397,0.00890417117625475,"(53, 42)","(77, 36)"
NET2_normal,45,0.0006113871349953115,0.033641669899225235,61.260000000000005,textura,0.01332312822341919,0.01255880482494831,"(64, 77)","(54, 24)"
