Modelo,Media,Desv_Std,Min,Max,Rango,Pct_Cerca_Cero,Pct_Positivos,Pct_Negativos,Num_Pesos,Bias
NET1_normal,0.03124527633190155,0.35654428601264954,-2.358480453491211,3.4918830394744873,5.850363731384277,60.86,54.53,45.47,10000,-0.8589125871658325
